name,prediction
Dahlan Abdullah,GA
Burhan Abdurahman,Stub
Rais Abin,GA
Achmadi Hadisoemarto,Start
Aji Raden Sayid Mohammad,C
Ali Algadri,Start
Bustanil Arifin,Stub
Wiranto Arismunandar,C
Ahmad Azhary,Start
Antasari Azhar,C
Kuryana Azis,Stub
B.M. Diah,C
Basyir Bachtiar,Stub
Abu Bakar (Indonesian politician),Stub
Fachrul Baraqbah,GA
Faisal Basri,Start
Novel Baswedan,C
Mustofa Bisri,Start
Bonifasius Belawan Geh,C
Manuel Carrascalão,Start
Dewa Cawu,Start
Constant Karma,Start
Omar Dhani,Start
Daryatmo,Start
Djumhana Wiriaatmadja,GA
Alue Dohong,Stub
Ernest Douwes Dekker,C
Rustam Effendi,C
Rahmah el Yunusiyah,GA
Abdul Malik Fadjar,Stub
Yairus Gwijangge,Stub
Zukhriatul Hafizah Muhammad,Start
Nurdin Halid,C
Syarif Hamid II of Pontianak,C
Syarwan Hamid,Stub
Hanum Salsabiela Rais,Start
Mulfachri Harahap,Stub
Hasan Basry,C
Albert Hasibuan,Stub
Anang Hermansyah,C
Romi Herton,C
Hilman Djajadiningrat,C
Helmud Hontong,GA
Ida Bagus Putra Manuaba,Start
Rasimah Ismail,Stub
Jafar Nainggolan,Stub
Jihan Nurlela,Start
Herman Johannes,C
John Djopari,Start
S. Kabo,Stub
Zulkarnain Karim,Stub
Bambang Kesowo,Start
Ade Komarudin,Start
Bahlil Lahadalia,C
Liem Koen Hian,C
Ichsan Loulembah,Stub
Jialyka Maharani,C
Andi Alfian Mallarangeng,Start
Ben Mang Reng Say,C
Gatot Mangkoepradja,Stub
Abdul Latif Daeng Masikki,Stub
Adjie Massaid,Start
Alimuddin Daeng Matiro,Stub
Paulus Moa,GA
Mohamad Isa,GA
Herman Monim,Start
Burhan Muhammad,Stub
Farouk Muhammad,Stub
Ali Masykur Musa,Start
Hasyim Muzadi,GA
Abi Kusno Nachran,Start
Rustam Effendy Nainggolan,Start
Muhammad Nazar,Stub
Ngitung,Stub
Oetomo Ramelan,GA
Ramses Ohee,GA
Panusunan Pasaribu,Start
Julian Aldrin Pasha,Stub
Johan Bernard Abraham Fortunatus Mayor Polak,C
Prijono,C
Anthony Winza Probowo,C
Tedjo Edhy Purdijatno,Start
Rachel Maryam,GA
Zuiyen Rais,Stub
Rosan Roeslani,C
Maya Rumantir,C
Ryamizard Ryacudu,Stub
Yudas Sabaggalet,C
Saleh Manaf,C
Bambang Santoso,Start
Sudi Silalahi,Start
W. T. P. Simarmata,Stub
Mahadi Sinambela,Stub
Soegiono,Stub
Soemarno Sosroatmodjo,Stub
I Gusti Gde Subamia,C
Juwono Sudarsono,Start
Sarifuddin Sudding,Stub
Sukarni,GA
Sukmawati Sukarnoputri,C
Sukiman (regent),Stub
Ibnu Sutowo,GA
Charles Tambu,Start
Angela Tanoesoedibjo,GA
Jan Engelbert Tatengkeng,Start
Tengku Mansur,C
Frans Tutuhatunewa,Stub
A. Wahab,Stub
Abdul Wahid (politician),C
Putri Kus Wisnu Wardani,Start
John Wattilete,Start
Yansen Tipa Padan,Stub
Z. A. Ahmad,Stub
Abbas Ali Akhtari,C
Alireza Abbasi (politician),Start
Ali Agha-Mohammadi,Stub
Aghapour Alishahi,Start
Shahrbanou Amani,Stub
Mohammad Ali Asfanani,Stub
Mahdi Asgari,Start
Ebrahim Bahmani,Start
Mojtaba Bakhshipour,C
Mousa Chegini,Stub
Mahmudali Chehregani,C
Habibollah Dahmardeh,Stub
Mohammad Damadi,Stub
Nasr al-Din (Yunnan),C
Esfandiar Ekhtiyari,GA
Naeimeh Eshraghi,Start
Roozbeh Farahanipour,C
Farshad Ebrahimpour Nourabadi,Start
Sohrab Gilani,Start
Ali Golmoradi,Stub
Fereidon Hasanvand,Stub
Seyed Zia Hashemi,Stub
Hassan Shariati Niyasar,Start
Heshmatollah Falahatpishe,Start
Holaku Rambod,Start
Amir Hossein Jahanshahi,C
Jalal ed-Din Amir Chakhmaq Shami,Stub
Yadollah Javani,Start
Hamid Kahram,Stub
Mohammad Reza Kalaei,C
Alireza Kazemi,Stub
Hedayatollah Khademi,Start
Mohammad Khamenei,C
Kazem Khavazi,Stub
Ensieh Khazali,Stub
Mehrdad Khonsari,C
Mohammad-Hossein Khoshvaght,Stub
Meysam Latifi,Stub
Hadi Manafi,Stub
Ebrahim Matinian,Start
Seyed Mostafa Mir-Shafiei,Stub
Ahmad Ali Moghimi,Stub
Mohammad Ashouri Taziani,Stub
Mohammad Faghie,Stub
Mohammad Hadi Nejad Hosseinian,Stub
Mohammad Kabiri,Stub
Mohammad Reza Mokhber Dezfouli,Stub
Mohammad Saleh Meftah,C
Mohammad Shahcheraghi,C
Mohammad-Hadi Abdekhodaei,Start
Mohammad Mojabi,Stub
Mohammad Mokhber,GA
Mostafa Mesbahzadeh,C
Rasoul Movahedian,Stub
Majid Naseri Nejad,Start
Ali Mohammad Noorian,Stub
Ali Noorzad (politician),Stub
Ghodratollah Norouzi,Stub
Reza Nouri,C
Qasem Saedi,Start
Safdar Rahmat Abadi,Start
Valiollah Rostaminejad,Stub
Shahabeddin Tabatabaei,GA
Hassan Shojaei Aliabadi,Stub
Soleiman Khan Meykadeh,Stub
Husayn Thabit,Start
Ahmad Toyserkani Ravari,Start
Ali Asghar Yousefnejad,Stub
Moussa Zargar,Stub
Abd al-Aziz al-Badri,Start
Abd al-Ilah,C
Abd-Allah ibn Aamir Hadhrami,Stub
Ahmed Abdul-Ghafur,Stub
Abdulsalam Abdullah,Stub
Mazin Abu Kalal,Stub
Ahmed Taha Abu Ragheef,Start
Akeel Al Saffar,Stub
Widad Akrawi,B
Mouin AlKazmi,Stub
Dia al-Asadi,Start
Adnan al-Assadi,Start
Atwan Al Atwani,Stub
Abu Bakr al-Baghdadi,FA
Mohammad Bahr al-Uloom,C
Luis Caro Bandar,Stub
Masrour Barzani,C
Kamil Chadirji,C
Daban Shadala,Start
Menahem Saleh Daniel,Start
Asaad Al Eidani,Start
Sassoon Eskell,GA
Qasim Al-Fahadawi,C
Fakhri al-Tabaqchali,Stub
Falih Al-Fayyadh,Start
Mohammed Al-Ghabban,C
Saadoun Ghaidan,Start
Mohammed Hadid,C
Rustam Haidar,GA
Mohamed Al-Halbousi,C
Ahmad Hardi,Start
Hasan Turan (Iraqi politician),Stub
'Abd al-Razzaq al-Hasani,Start
Khairuddin Haseeb,Stub
Mohammad Iqbal Omar,Start
Jaafar al-Sadr,C
Salim al-Jabouri,Start
Dhia Jafar,C
Iyad Jamal Al-Din,Start
Jamal Baban,Start
Jamil Abdul Wahab,Start
Amin Farhan Jejo,Stub
Ahmed Abdullah al-Jubouri,Start
Muhammed Ibrahim al-Juraissey,Stub
Yousef al-Kalabi,Start
Duraid Kashmoula,Stub
Osama Youssef Kashmoula,Stub
Khairi Al-Hindawi,C
Hamid Rashid Maʽala,Stub
Abbas Mahdi,Stub
Mohammed Haji Mahmoud,Start
George Mansour,Stub
Fuad Masum,C
Muhammad Jamil Al-Mayahi,Stub
Muhammed Ali Mahmud,Start
Mawlud Mukhlis,Start
Tariq Najm,Start
Majid al-Nasrawi,Stub
Yahia Nasseri,Stub
Atheel al-Nujaifi,Stub
Saleh al-Ogaili,Stub
Ali al-Qaradaghi,Start
Gailan Ramiz,Start
Suhaib al-Rawi,Start
Rayan al-Kildani,GA
Ahmed Abu Risha,GA
Mowaffak al-Rubaie,Start
Ma'ruf al-Rusafi,GA
Ali Salih al-Sa'di,GA
Abir Al-Sahlani,C
Tahseen Said,Start
Numan al-Samarrai,Stub
Sargon Lazar Slewa,Stub
Musa al-Shabandar,Start
Ahmed Shibani,Stub
Hussein al-Tahan,Stub
Asaad Abu Gilel al-Taie,Stub
Ali Al Tamimi,Stub
Hani Abd Latif Tilfah,Stub
Toma Tomas,Start
Ahmed Uthman,C
Ahmad Muhammad Yahya,Start
Nabeel Yasin,Start
Aziz Al-Yasiri,Start
Tawfiq al-Yasiri,Stub
Luay al-Yassiry,Stub
Saleh Yousefi,Start
Awni Yusuf,Stub
Yusuf Salman Yusuf,C
Abdul Karim Zaidan,Start
Falah Hassan al-Zidan,Start
Faleh al-Ziyadi,Stub
Adnan al-Zurfi,Stub
Semion Moshiashvili,Start
Shmuel Slavin,C
Alessandro Pernati di Momo,Stub
Giuseppe Amadei,Stub
Umberto Ambrosoli,Stub
Andrea de' Pazzi,Start
Giovanni Antonelli (archivist),Start
Alfredo Arpaia,Stub
Giovanni Battista Balbis,Stub
Anton Giulio Barrili,Stub
Alfonso Bartoli,C
Giordano Bianchi Dottula,Start
Teodorico Bonacci,GA
Luigi Bossi Visconti,Stub
Giovanni Bovara,Start
Darko Bratina,Start
Antonella Bundu,Start
Niccolò di Buonaccorso,Start
Marino Busdachin,Start
Michele Caccavale,Stub
Davide Caparini,C
Viola Carofalo,Start
Francesco Carrara (jurist),Start
Enrico Cialdini,Start
Michele Angelo Cianciulli,Stub
"Luigi, Count Cibrario",C
Stefano Colonna,Stub
Piero Ginori Conti,C
Alessandro Contini-Bonacossi,Start
Cesare Correnti,Start
Luca Coscioni,B
Teodoro Cottrau,Stub
Nicolò Crasso,C
Giovanni Cuomo,Start
Lucio D'Ubaldo,Stub
Francesca Romana D'Antuono,C
Marta Dassù,Start
Philippe Daverio,C
Antonio De Berti,C
Simon Doria,Start
Carlo Dossi,C
Vincenzo Duplancich,C
Emidio Agostinoni,Start
Josip Ferfolja,Start
Aldo Ferrabino,Stub
Bruno Ferrante,Stub
Carlo Filangieri,C
Vincenzo Filonardi,Start
Quirico Filopanti,Start
Vittorio Fossombroni,Start
Luigi Frari,Start
Pompeo Gabrielli,Start
Carlo Galli (political scientist),Stub
Stefano Bruno Galli,Stub
Ricciotti Garibaldi,Start
Federico Gattorno,Start
Michele Geraci,C
Gaetano Gifuni,Start
Carlo Ginori,Stub
Raffaello Giovagnoli,C
Nerio Giovanazzi,Stub
Carlo Ignazio Giulio,Stub
Giuseppe di Stefano Paternó,GA
Giuseppe Giovanni Pietro Alberganti,Start
Osvaldo Gnocchi-Viani,C
Michele Gortani,Start
Giuseppe Govone,C
Filippo Antonio Gualterio (senator),Start
Francesco Domenico Guerrazzi,C
Guglielmo de' Pazzi,Start
Umberto Klinger,C
Luigi Porro Lambertenghi,Start
Enzo Lauretta,Start
Monaldo Leopardi,C
David Levi (Italy),Start
Giovanni Lilliu,Start
Alessandrina Lonardo,Stub
Andrea Maffei,Start
Mario Maiolo,Stub
Manfredo Manfredi,Stub
Elena Marinucci,Start
Filippo Mariotti,Stub
Manuel Marliani,Stub
Vincenzo Massilla,Start
Mauro D'Attis,Start
Francesco Melzi d'Eril,Start
Enrico Millo,Start
Rosanna Minozzi,Stub
Antonio Misiani,C
Giuseppe Montanelli,Start
Bonincontro Morigia,Start
Maria Celeste Nardini,Stub
Sarina Nathan,C
Diotisalvi Neroni,Stub
Ludovico Nogarola,Start
Vito Nunziante,B
Oldrado da Tresseno,Stub
Mario Oriani-Ambrosini,C
Ferdinando Palasciano,Start
Pietro Paleocapa,Start
Maffeo Pantaleoni,Start
Renzo Patria,Stub
Renato de' Pazzi,Start
Bartolo Pellegrino,Stub
Giuseppe Perrucchetti,Start
Pandolfo Petrucci,C
Vittorio Pezzuto,Start
Augusto Pierantoni,Start
Giancarlo Pittelli,Stub
Luigi Pizzardi,Stub
Gennaro Placco,Start
Stefano Porcari,Start
Giovanni Puoti,Start
Renzo Rabellino,Start
Ercole Ricotti,Stub
Roberto di Ridolfo,Start
Italo Righi,Stub
Arnaldo Rivera,C
Carlo Romussi,Start
Francesco Saverio Salfi,C
Aurelio Saliceti,Stub
Coluccio Salutati,C
Riccardo Sarfatti,Start
Pandolfo Savelli,Stub
Bartolomeo Scala,Stub
Salvatore Senese,Stub
Piero Soderini,Start
Giorgio Sonnino,Stub
Domenico Spanò Bolani,Stub
Nicola Squitti,Start
Francesco Saverio Starrabba Barbera,Start
Dieter Steger,Stub
Filippo Strozzi the Elder,Start
Alberto Tarchiani,Start
Rinaldo Taverna,Stub
Carlo Tivaroni,Start
Massimo Tononi,Start
Tosca Bucarelli Martini,C
Lanfranco Turci,Stub
Giuseppe Vatinno,Start
Francesco I Ventimiglia,Start
Pasquale Villari,C
Ingo della Volta,Start
Giacomo Vuxani,Start
William of Capparone,Start
Michele Zanche,C
Riccardo Zanella,Start
Angelo Ziccardi,Stub
Leopoldo Zunini,Stub
Étienne Djaument,Stub
Loubo Augustin Djessou,Stub
Laurent Dona Fologo,Stub
Michel Gueu,C
Rachel Keke,C
Marcel Zadi Kessy,Start
Marie Koré,Start
Jeanne Adjoua Peuhmond,Stub
Anne-Marie Essy Raggi,Start
Sékou Sanogo,Stub
Toshiyuki Adachi,Start
Akimasa Suzuki,Start
Masatoshi Akimoto,Start
Kōzō Akino,Start
Masayuki Aoyama,Start
Chiharu Araki,Stub
Asako Okai,C
Atsushi Suzuki,Start
Bak Jungyang,C
Usaburō Chisaki III,Stub
Date Munenari,C
Naohiro Dōgakinai,Stub
Fujiwara no Yoshikado,Start
Genrō,Start
Hajime Seki,Start
Masakazu Hamachi,Stub
Satoshi Hamada,Start
Daijiro Hashimoto,Stub
Hayami Seiji,Stub
Takanori Hayashi,Stub
Jon Heese,Start
Hideyuki Yokoyama,Stub
Makoto Hirayama,Start
Hisato Ichimada,Start
Ichita Kobashi,Start
Seiichi Ikehata,Stub
Keiichi Inamine,Stub
Toshio Irie (civil servant),Stub
Shinji Ishimaru,C
Kiyoharu Ishiwata,Stub
Iwakura Tomomi,C
Kabayama Aisuke,Start
Kamata Eikichi,C
Sohei Kamiya,GA
Katsutoshi Kaneda,Stub
Makoto Katamine,Stub
Katsu Kaishū,C
Kido Takayoshi,C
Kim Gap-sun,Stub
Kōki Kobayashi,Stub
Komatsu Kiyokado,Start
Oguri Kozukenosuke,C
Kimiko Kurihara,Stub
Shinichiro Kurimoto,Start
Yukio Kurita,Stub
Hiroshi Kuwashima,Stub
Lecca (singer),Stub
Kingo Machimura,Stub
Maeda Gen'i,Start
Hiroshi Maruyama,Stub
Hodaka Maruyama,Start
Tatsuya Maruyama,Stub
Toshio Masuda (politician),Start
Matsudaira Norikata,Start
Matsudaira Tarō,Stub
Matsudaira Yoshinaga,C
Matsuoka Toshizō,Start
Meiji oligarchy,Start
Eikichi Minato,Stub
Mishima Michitsune,Start
Shinji Morimoto,Stub
Morito Tatsuo,Start
Muto Sanji,C
Gen Nakagawa,Stub
Masakazu Nakai,Start
Hiroyuki Nakamura,Stub
Kenji Nakanishi,Start
Nezu Kaichirō,Start
Junji Nishime,Stub
Nitobe Inazō,C
Atsushi Nonaka,C
Taketora Ogata,Start
Oka Takazumi,Stub
Haruo Okada,Stub
Ono no Imoko,Start
Ono no Minemori,Start
Otokita Shun,Start
Ikuo Oyama,Start
Tatsuo Ozawa,Start
Shigeru Sahashi,Start
Saigō Takamori,C
Rie Saito,Start
Hiroichi Sakai,Stub
Kazutoshi Sasayama,Stub
Masataro Sawayanagi,Stub
Junichi Seki,Stub
Soko Shimabuku,Stub
Kōichi Shiota,Stub
Tetchō Suehiro,Start
Sugawara no Michizane,C
Sugawara no Kiyotomo,B
Sugawara no Koreyoshi,Start
Shinnen Tagaya,Stub
Sōichirō Takashima,Start
Yoshikatsu Takeiri,GA
Shigeyo Takeuchi,Start
Nobuhiro Tanabe,Stub
Tanaka Tatsuo,Start
Tsunetoshi Tanaka,Stub
Tatsuo Takahashi,Stub
Tokudaiji Sanetsune,Start
Yoshihiro Tokugawa,Stub
Torii Tadafumi,Stub
Toshibumi Tanaka,Stub
Tōyama Mitsuru,C
Sayuri Uenishi,Start
Kōzō Watanabe (Liberal Democratic Party politician),Stub
Tadao Watanabe,Start
Gōsei Yamamoto,Start
Yamao Yōzō,Start
Katsumi Yamauchi,Stub
Tsutomu Yamazaki (politician),Stub
Setsuo Yokomichi,Stub
Yoshida Shōin,C
Hirofumi Yoshimura,C
Yoshitoki Sugitani,Start
Yuasa Kurahei,C
Abu Sayyaf (Jordan),Start
Raed Abu Soud,Start
Musa Habes Almaaytah,C
Abdul-Latif Arabiyat,Stub
Hayel Daoud,Stub
Mohammad Daoudiyeh,Stub
Haditha Al-Khraisha,FA
Jumah Hammad,C
Ahmad Hanandeh,Start
Mahmoud Hanandeh,Stub
Hani Khasawneh,Stub
Fakhri Kawar,Start
Khaled Kalaldeh,Start
Saleh Ali Al-Kharabsheh,Start
Hisham Khatib,C
Haditha Jamal Haditha Al-Khreisha,Stub
Rashed Al-Khuzai,GA
Yahya Kisbi,Stub
Kamel Mahadin,C
Azmi Mahafzah,Start
Ahmad Masa'deh,Stub
Muhannad Al Mubaidin,Start
Samir Murad,Start
Nancy Namrouqa,Stub
Salameh Neimat,Start
Mohammad Qudah,Stub
Nadia al Rawabdeh,Start
Kholoud Saqqaf,Stub
Kamal Al-Shair,Start
Sharaf bin Rajeh,Start
Faisal Shboul,Start
Muhammad Suheimat,Start
Wesam Al Tahtamouni,Stub
Alia Abu Tayeh,Start
Zeina Toukan,Start
Mohammed Awad al-Zayyud,Stub
Dauren Abaev,Start
Baurzhan Abdishev,Start
Jambyl Ahmetbekov,C
Nurlan Aldabergenov,Start
Musabek Alimbekov,Stub
Yerzhan Ashikbayev,Stub
Aron Atabek,GA
Kenes Aukhadiev,Stub
Azamathan Ämirtai,Start
Azhar Giniyat,Start
Marat Beketaev,Start
Bektas Beknazarov,Stub
Jiguli Dairabaev,C
Torokul Dzhanuzakov,C
Mels Eleusizov,Start
Oralbeg Abdu Kerimovic,Stub
Galymjan Koishibaev,Start
Altai Kölgınov,GA
Vladimir Kozlov (politician),GA
Askar Mussinov,Start
Rashid Nugmanov,Start
Nygmet Nurmakov,Stub
Birjan Nurymbetov,Start
Azat Peruaşev,Start
Qaraqat Äbden,C
Aidos Sadyqov,C
Bekbol Sagyn,Start
Marat Sarsembaev,C
Jambulat Sarsenov,C
Amangeldy Shabdarbayev,Start
Adil Shayakhmetov,Start
Zhanat Suleimenov,Stub
Serik Sultangali,Start
Abai Tasbolatov,Start
Kuanyshbek Yessekeev,Start
Zhagda Babalykov,Start
Ahmed Abass,Stub
Abdilatif Abdalla,Start
Mohamed Huka Adan,Stub
Abdikadir Aden,Start
Abdikadir Ore Ahmed,Stub
Roslyne Akombe,C
Dennis Akumu,C
Ali Sharif Athman,Stub
Francis Atwoli,C
Deborah Mlongo Barasa,Start
James Beauttah,Start
Willy Bett,Stub
Rashid Bezimba,Start
Simon Chelugui,Stub
Reuben Chesire,Start
Davis Chirchir,Start
Abdullahi Amina Dika,Start
Hassan Dukicha,Start
Joyce Emanikor,Stub
Erick Mutai,Stub
Abdulaziz Farah,Stub
Francis Kimemia,Start
Joseph Hellon,Start
Ibrahim Ali Hussein,Stub
Polycarp Igathe,C
Mutea Iringo,Stub
Gitonga Kabugi,Stub
Muriithi Kagai,Stub
Gerald Nathaniel Kalya,Start
Kingwa Kamencu,Start
William Kamoti,Stub
Ukur Yatani Kanacho,GA
Irungu Kang'ata,C
Phares Oluoch Kanindo,Start
Daniel Karaba,Start
David Karithi,Start
Alfred Kiprato Kerich,Stub
Eric Edward Khasakhala,C
Crispus Makau Kiamba,Start
Kennedy Kiliku,Stub
Death of Mutula Kilonzo,C
Kithure Kindiki,Start
Hosea Kiplagat,Start
Kiptarus Arap Kirior,Stub
Bernard Kitungi,Stub
Samuel Kivuitu,Stub
Harrison Kombe,Start
Willy Komen (politician),Start
Nixon Kiprotich Korir,C
Kipsengeret Koros,Stub
Davidson Ngibuini Kuguru,Stub
Chelule Liza,Stub
Mark Lomunokol,Stub
Augustine Lotodo,Stub
Francis Polisi Loile Lotodo,Stub
Ciokaraine M'Barungu,Start
Cleopa Kilonzo Mailu,Start
Betty Maina,Stub
Richard Makenga,Stub
Maurice S. Makhanu,Stub
Marere wa Mwachai,Start
Sylvanus Maritim,Stub
Kinuthia Mbugua,Start
Julius Kibiwott Melly,Stub
Jones Mlolwa,Stub
Abass Sheikh Mohamed,Start
John Muchiri,Stub
Kibiwott Munge,Stub
Kinuthia Murugu,Start
Kathuri Murungi,Start
Salid Mustafa,Stub
Amram Musungu,Start
Chelagat Mutai,B
Joe Mutambu,Stub
Francis Muthaura,Start
Florence Mutua,Start
Dan Muzee,Start
Andrew Mwadime,Stub
Kassim Mwamzandi,Stub
John Mwaniki,Stub
Hassan Mwanyoha,Stub
Jacinta Mwatela,Start
John Harun Mwau,C
Gunga Mwinga,Stub
Gideon Mwiti,Stub
Susan Nakhumicha Wafula,Start
Tiras Nyingi Ngahu,Stub
Onesmas Ngunjiri,Start
Muriuki Njagagua,Start
Gitau wa Njenga,Start
James Njiru,Stub
Sophia Abdi Noor,Start
Adan Nooru,Stub
Stanley Nyagah,Start
Winnie Odinga,Start
Ahmed Abdi Ogle,Stub
Moses ole Sakuda,Stub
William Odongo Omamo,C
Elijah Omolo Agar,Stub
Ruth Oniang'o,GA
Gloria Orwoba,C
John Owino,Start
Gonzi Rai,Start
Ali Roba,Start
Wesley K. Rono,Stub
Ruweida Obo,Stub
Ibrahim Sane,Stub
Ibrahim A. Saney,Stub
Kimaiyo Sego,C
Cornelly Serem,Stub
Peter Safari Shehe,Stub
Mohamed Shidiye,Stub
Elias Shill,Stub
Lawrence Sifuna,Start
Elijah K. Sumbeiywo,Stub
Quincy Timberlake,B
Lilian Tomitom,Stub
Tecla Tum,Stub
Badi Twalib,Stub
Benedict Wachira,Start
Machel Waikenda,C
Nzioka Waita,GA
George Wajackoyah,C
Ali Wario,Start
Hassan Wario,Start
Bak Gyusu,C
Bak Jeongyang,C
Bak Jungyang,C
Ch'oe Yun-ŭi,Start
Chang Deok-soo,Start
Cho Bong-am,C
Cho Man-sik,GA
Choe Bu,FA
Chough Pyung-ok,C
Chung Chil-sung,Start
Gwon Sang-ha,C
Han Eum,Start
Heo Jeok,Start
Hong Jung-wook,C
Hong U-won,Start
Hwang Gi-cheon,Stub
Isabu,Start
Jang Hyeongwang,Stub
Jeong Nan-jeong,Start
Sunwoo Jin,C
Kim Pu-sik,C
Kim Dae-mun,Stub
Kim Kyu-sik,C
Kim Ok-gyun,C
Lee Hoe-yeong,Start
Lim Heon-yong,Stub
Min Won-sik,C
Myeongnim Dap-bu,Start
No Baek-rin,C
No Choe,Start
No In,Start
Oh Se-jung,Start
Ok Kwan-bin,C
Park Eun-sik,Stub
Park Won-jong,C
Sam of Gojoseon,Stub
Seo Yu-gu,C
Shim Soon-taek,Start
Shin Gyu-sik,Stub
Song Ikpil,Stub
Song In,Start
Song Jin-woo (journalist),C
Yeom Dong-jin,GA
Yeon Namsan,Stub
Yi Cha-gyŏm,C
Yi Che-hyŏn,Start
Yi Dong-hwi,Stub
Yi Ryang,Start
Yu Kil-chun,C
Yu Sun-jeong,Stub
Yun Chi-oh,Stub
Yun Chi-wang,Start
Yun Du-su,C
Yun Ung-nyeol,Start
Yun Won-hyeong,C
Yun Yeong-ryeol,C
Ali Aliu,Start
Hamza Balje,Stub
Nikollë Bojaxhiu,C
Bekim Çollaku,Start
Veli Deva,Stub
Bajram Gecaj,Start
Mulla Idriz Gjilani,Start
Bajram Hasani,Stub
Adem Hodža,Start
Adrijana Hodžić,Start
Oliver Ivanović,B
Ragip Jashari,Stub
Jusuf Baftjari,GA
Getoar Mjeku,GA
Rrahman Morina,Start
Armend Muja,Stub
Hasan Prishtina,C
Gazmend Pula,Stub
Goran Rakić,C
Nenad Rašić,GA
Selim Selimi,GA
Igor Simić,Start
Rexhai Surroi,Start
Rada Trajković,Start
Cvetko Veljković,Start
Visar Ymeri,Stub
Abdulghaphor Hajjieh,C
Ahmad Abdulwahab Al-Awadhi,Stub
Ahmad Nasser Al-Mohammad Al-Sabah,Start
Mubarak Abdullah Al-Ahmad Al-Sabah,Stub
Abdul Wahab Al-Nafisi,Stub
Alaa Hussein Ali,Start
Ali Hussain Al-Awadhi,Start
Saad Bin Tefla,Stub
Haitham al-Ghais,Start
Ali Mohammed Thunayan Al-Ghanim,Start
Hamad Al-Midlij,Start
Ibrahim Al-Mudhaf,Stub
Abdullah Al-Nibari,Stub
Obaid Al-Wasmi,Start
Salem Al-Ali Al-Sabah,C
Thamer Ali Sabah Al-Salem Al-Sabah,Start
Mubarak Al-Zwair,Stub
Arstanbek Abdyldayev,C
Akbaraly Aitikeev,Stub
Bermet Akayeva,Start
Maxim Bakiyev,C
Janish Bakiyev,Start
Uran Botobekov,C
Torokul Dzhanuzakov,C
Bayaman Erkinbayev,Start
Kanybek Isakov,Start
Kadyrbek Atambaev,GA
Raimbek Matraimov,C
Nurlan Motuev,Stub
Jengishbek Nazaraliev,Start
Kanat Sadykov,Stub
Medet Sadyrkulov,Stub
Dastan Sarygulov,Start
Zhusupbek Sharipov,Stub
Sadyk Sher-Niyaz,C
Maryam Tugambayeva,Stub
Kham Ouane Boupha,C
Sisouk na Champassak,Stub
Faydang Lobliayao,Start
Salath Rasasack,Start
Khamphoui Sisavatdy,Start
Baiba Braže,FA
Andris Morozovs,Start
Ansis Pūpols,Stub
Andris Sprūds,Start
Kārlis Strēlis,Stub
Andris Šuvajevs,Start
Aiva Vīksna,Start
Massoud Achkar,Stub
Shakib Arslan,C
Hanna Atik,C
Emile Bustani,Start
Mikhael Daher,Start
Faisal Daoud,Stub
Sarkis Dkhrouni,Start
Michel Elefteriades,GA
Elias Hankash,Start
Inaya Ezzeddine,Stub
Fakhr Fakhr,Stub
Tony Frangieh Jr.,Start
Nabil de Freige,Stub
Nicolas Ghosn,Stub
Mohammad Al Hajj Hassan,Stub
Wassef El Harakeh,Start
Ziad Hawat,Start
Saadallah Howayek,Start
Violette Khairallah Safadi,Start
Albert Kostanian,Start
Ibrahim Kulaylat,Start
Cesar Maalouf,Stub
Fadi Makki,Start
Chibli Mallat,C
Chadi Massaad,Start
Bassam Mawlawi,Stub
Kayssar Moawad,Stub
Mounir El Hajj,Start
Muhammad Jamil Bayham,C
Naoum Labaki,Stub
Chafic Nassif,Stub
Mohamad Osseiran,Stub
Vahan Papazian,Start
Philippe El Khazen,Start
Pierre Bou Assi,C
Renewal Bloc,Stub
Edmond Rizk,Start
Fady Saad,Stub
Osama Saad,Start
Waddah Sadek,Start
Alice Shabtini,Stub
Abu Youssef Sharqieh,Stub
Joseph Skaff,Start
Myriam Skaff,Start
Maurice Sleem,Start
Mounira Solh,C
Fares Souaid,Start
Strong Lebanon,Start
Imad Wakim,Stub
Amal Abou Zeid,Start
Camille Ziade,Stub
Tsepo Mzonethi,Stub
Maphoka Motoboli,Stub
Keketso Rantso,Stub
Tlohang Sekhamane,Stub
Lebohang Thotanyane,Stub
Thomas Nimene Botoe,Stub
Laurence Konmla Bropleh,C
Ellen Corkrum,Start
Alexander B. Cummings Jr.,C
Bernice Dahn,Start
Kai G. Farley,Stub
Josiah Johnson,Start
Wesley Momo Johnson,Stub
Boima Kamara,Stub
Janga Augustus Kowo,Stub
J. Edwin Lloyd,Start
Momulu Massaquoi,Start
Nathaniel Varney Massaquoi,Start
Edward B. McClain Jr.,Stub
Eugene Lenn Nagbe,Start
John Brown Russwurm,C
Clarence Lorenzo Simpson Jr.,C
Ellen Johnson Sirleaf,B
Jeremiah Sulunteh,Start
Alaric Tokpa,Stub
E. Reginald Townsend,C
William Tubman,C
Samuel Tweah,Stub
Blahsue Vonleh,Stub
Tom Woewiyu,C
Ahmed Rafiq Almhadoui,Start
Mohamed Abulasʽad El-ʽAlem,Stub
Abd-Rabbo al-Barassi,Stub
Fathi Bashagha,C
Mohamed Ben Ghalbon,C
Ahmad Bishti,Stub
Abdul Hamid Dbeibeh,C
Ehtuish Ehtuish,Start
Mohamed Eshtewi,C
Ahmed Gaddaf al-Dam,C
Hisham Ben Ghalbon,C
Khalifa Haftar,FA
